identity,token,symbol,decimals,tx_hash,log_index,block_number,transaction_index,timestamp_utc,from,to,direction,amount_raw,amount_usdt,counterparty,counterparty_label,counterparty_class,label_source,label_confidence,counterparty_historical_code_state,transaction_from,transaction_to,transaction_to_class,method_selector,nonce,receipt_success,same_receipt_transfer_count,same_receipt_all_transfer_sha256,same_receipt_target_related_transfers,same_receipt_quote_net,explicit_swap_guard_passed,closure_kind,closure_confidence,path_classification,is_anchor,is_dust_under_fixed_threshold,fifo_allocations,proceeds_lot_consumed_raw
56:0x55d398326f99059ff775485246999027b3197955:0xa80c80ff3a255c63ce66b4d9c8e0686175ec4829edf686448afdd032c55e7a2c:347,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xa80c80ff3a255c63ce66b4d9c8e0686175ec4829edf686448afdd032c55e7a2c,347,109171008,52,2026-07-10T12:23:23+00:00,0x19a5927353829234ac9bf5c29cabba9d9920dea5,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,80000000000000,0.00008,0x19a5927353829234ac9bf5c29cabba9d9920dea5,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000079953a9244479c02c9bc19bfe856000000,0x00000f621af52ca70c0794e0b75026c445500000,,0xa9059cbb,247562,True,237,44dde999d9463f5deaa919ed98964e9eb13d1f419d1183a171b34ca558539442,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x19a5927353829234ac9bf5c29cabba9d9920dea5"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":80000000000000,""tx_hash"":""0xa80c80ff3a255c63ce66b4d9c8e0686175ec4829edf686448afdd032c55e7a2c"",""log_index"":347,""block_number"":109171008,""transaction_index"":52,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xb2fd3f2722266a3ec2ca6149449f23da1b3f958f509ca64b24ad741baab75f59:506,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xb2fd3f2722266a3ec2ca6149449f23da1b3f958f509ca64b24ad741baab75f59,506,109171018,69,2026-07-10T12:23:28+00:00,0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,16000000000000,0.000016,0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186912,True,168,f8969dc68cd36ac395da828b52e42a063712729a55e5180a620fab616b6a1bea,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":16000000000000,""tx_hash"":""0xb2fd3f2722266a3ec2ca6149449f23da1b3f958f509ca64b24ad741baab75f59"",""log_index"":506,""block_number"":109171018,""transaction_index"":69,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x56a0519e403b895f16782ab6b07de68bd5034244ba49a5b3e8a31153eb7cb624:725,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x56a0519e403b895f16782ab6b07de68bd5034244ba49a5b3e8a31153eb7cb624,725,109171047,61,2026-07-10T12:23:41+00:00,0xa1dde02a8ca27730fd28ed95d2bb5ad72cb24767,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,16000000000000,0.000016,0xa1dde02a8ca27730fd28ed95d2bb5ad72cb24767,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000db1b4cc11c5dbe854558dffe4a1fa600000,0x00000ee7b7e819650c9e6341ddee596c16a00000,,0xa9059cbb,246998,True,246,c740e7d891f01bebff7f8006aa267751aef3b08417f5fa5b4d923e6cc8cf7bde,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xa1dde02a8ca27730fd28ed95d2bb5ad72cb24767"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":16000000000000,""tx_hash"":""0x56a0519e403b895f16782ab6b07de68bd5034244ba49a5b3e8a31153eb7cb624"",""log_index"":725,""block_number"":109171047,""transaction_index"":61,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xacbe83f30b5e31bbbc5d33c730d00fb5de37e8b8fc87ad08325fdeeec9efb800:427,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xacbe83f30b5e31bbbc5d33c730d00fb5de37e8b8fc87ad08325fdeeec9efb800,427,109171270,58,2026-07-10T12:25:21+00:00,0x3a361186fa3853672e18359795d97ef926111ea1,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,88000000000000,0.000088,0x3a361186fa3853672e18359795d97ef926111ea1,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186920,True,180,60a808a413bcde00d68262851372128cd45f009fae44a073bb186b5e89e2f45b,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x3a361186fa3853672e18359795d97ef926111ea1"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":88000000000000,""tx_hash"":""0xacbe83f30b5e31bbbc5d33c730d00fb5de37e8b8fc87ad08325fdeeec9efb800"",""log_index"":427,""block_number"":109171270,""transaction_index"":58,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x0a3a1fa589ccc73699447b95850c9ff364b39b13793bf2dd346f8b54cf268763:655,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x0a3a1fa589ccc73699447b95850c9ff364b39b13793bf2dd346f8b54cf268763,655,109171291,69,2026-07-10T12:25:31+00:00,0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,88000000000000,0.000088,0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000079953a9244479c02c9bc19bfe856000000,0x00000f621af52ca70c0794e0b75026c445500000,,0xa9059cbb,247571,True,237,19fb8f134ebbfcc1a999628a205085a9b4d8646ac5b0f1724813e1391b87a3b3,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":88000000000000,""tx_hash"":""0x0a3a1fa589ccc73699447b95850c9ff364b39b13793bf2dd346f8b54cf268763"",""log_index"":655,""block_number"":109171291,""transaction_index"":69,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xfa6946366544ab0700a17c0269c31041f88f2ed4bd200e2b046566eea05ce86b:371,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xfa6946366544ab0700a17c0269c31041f88f2ed4bd200e2b046566eea05ce86b,371,109172567,68,2026-07-10T12:35:05+00:00,0x19a5f18ddabbda0c08ffd2ce5cf338ca3ff0dea5,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,80000000000000,0.00008,0x19a5f18ddabbda0c08ffd2ce5cf338ca3ff0dea5,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186955,True,170,fa62279d7e70f627906cbfe0cf88968f62e8157cc8d5ffb33e596a012a0c5e26,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x19a5f18ddabbda0c08ffd2ce5cf338ca3ff0dea5"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":80000000000000,""tx_hash"":""0xfa6946366544ab0700a17c0269c31041f88f2ed4bd200e2b046566eea05ce86b"",""log_index"":371,""block_number"":109172567,""transaction_index"":68,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x3225045d5617d6261adb7b447461699a33acf413fe7de1bbdaeae7a8b90b29d3:747,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x3225045d5617d6261adb7b447461699a33acf413fe7de1bbdaeae7a8b90b29d3,747,109172587,66,2026-07-10T12:35:14+00:00,0x19a5927353829234ac9bf5c29cabba9d9920dea5,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,80000000000000,0.00008,0x19a5927353829234ac9bf5c29cabba9d9920dea5,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x000068c922b204c2dc26dd1bfbee687a259f0000,0x0000bdb0fc8902c607290cdd97879c06903d0000,,0xa9059cbb,224879,True,255,7685a3c31861fca8c8b08cf062e212c6e642e5e70c4e9c4a2325d88d0c38f7d9,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x19a5927353829234ac9bf5c29cabba9d9920dea5"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":80000000000000,""tx_hash"":""0x3225045d5617d6261adb7b447461699a33acf413fe7de1bbdaeae7a8b90b29d3"",""log_index"":747,""block_number"":109172587,""transaction_index"":66,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xff658a891a80f6fa8a72934a74fcd4e1c602765132b3a8a86c79275fcbbc1b20:207,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xff658a891a80f6fa8a72934a74fcd4e1c602765132b3a8a86c79275fcbbc1b20,207,109172627,57,2026-07-10T12:35:32+00:00,0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,16000000000000,0.000016,0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186957,True,175,ed2de6bb3df8d982fa00291e92680757346038ad37fdd0892c3442b59afbb129,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":16000000000000,""tx_hash"":""0xff658a891a80f6fa8a72934a74fcd4e1c602765132b3a8a86c79275fcbbc1b20"",""log_index"":207,""block_number"":109172627,""transaction_index"":57,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xa913c7ad46d1ce4cb543b1354da7647fddb7909fb2b4337c1727600358007349:192,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xa913c7ad46d1ce4cb543b1354da7647fddb7909fb2b4337c1727600358007349,192,109172837,43,2026-07-10T12:37:07+00:00,0x3a361186fa3853672e18359795d97ef926111ea1,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,88000000000000,0.000088,0x3a361186fa3853672e18359795d97ef926111ea1,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186964,True,175,ad70ef2f03f04efbdaeb54ecae25aa46f609104c682423e5f370832853a0a417,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x3a361186fa3853672e18359795d97ef926111ea1"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":88000000000000,""tx_hash"":""0xa913c7ad46d1ce4cb543b1354da7647fddb7909fb2b4337c1727600358007349"",""log_index"":192,""block_number"":109172837,""transaction_index"":43,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x32946e07e0c1c5a66451a75a03bd209bcdee29127069980c031e59f0a9c0fb2a:326,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x32946e07e0c1c5a66451a75a03bd209bcdee29127069980c031e59f0a9c0fb2a,326,109172875,38,2026-07-10T12:37:24+00:00,0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,88000000000000,0.000088,0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000db1b4cc11c5dbe854558dffe4a1fa600000,0x00000ee7b7e819650c9e6341ddee596c16a00000,,0xa9059cbb,247047,True,243,7ecbce03d7b9d4d4102d5cd545794ad4d554082233841897b59983b00d6854de,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":88000000000000,""tx_hash"":""0x32946e07e0c1c5a66451a75a03bd209bcdee29127069980c031e59f0a9c0fb2a"",""log_index"":326,""block_number"":109172875,""transaction_index"":38,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x47bffd13a6c151790c36bb52e72fe305a6797d80cd29e106ccc429d285fe342c:472,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x47bffd13a6c151790c36bb52e72fe305a6797d80cd29e106ccc429d285fe342c,472,109173021,66,2026-07-10T12:38:29+00:00,0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186970,True,197,1c7649b60e4c2713e3664d6a8a17b09d9e418492f4836a17cf755471805a8c83,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x47bffd13a6c151790c36bb52e72fe305a6797d80cd29e106ccc429d285fe342c"",""log_index"":472,""block_number"":109173021,""transaction_index"":66,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x62d39b0401f2004cd0bb02277c77cd510139d54861879c09e7d6b7f00333b839:382,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x62d39b0401f2004cd0bb02277c77cd510139d54861879c09e7d6b7f00333b839,382,109173044,51,2026-07-10T12:38:40+00:00,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000db1b4cc11c5dbe854558dffe4a1fa600000,0x00000ee7b7e819650c9e6341ddee596c16a00000,,0xa9059cbb,247053,True,245,8316ded03c28aca3ccdc15cafb68146f10583abd008b00deea936bbf4dacf3df,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd67b79d1b112c1e9b62fc31601687c670b2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x62d39b0401f2004cd0bb02277c77cd510139d54861879c09e7d6b7f00333b839"",""log_index"":382,""block_number"":109173044,""transaction_index"":51,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x920375d2bb67c0d10454118c8e397e90e2e3dec299001a0f1a278558b4396bfa:407,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x920375d2bb67c0d10454118c8e397e90e2e3dec299001a0f1a278558b4396bfa,407,109173873,58,2026-07-10T12:44:53+00:00,0xa1dde02a8ca27730fd28ed95d2bb5ad72cb24767,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,16000000000000,0.000016,0xa1dde02a8ca27730fd28ed95d2bb5ad72cb24767,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000db1b4cc11c5dbe854558dffe4a1fa600000,0x00000ee7b7e819650c9e6341ddee596c16a00000,,0xa9059cbb,247077,True,233,de32bb068854a2c43c73e48b4f7286dcdc44b9e09bb70fcae84cd8acdfa88e9b,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xa1dde02a8ca27730fd28ed95d2bb5ad72cb24767"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":16000000000000,""tx_hash"":""0x920375d2bb67c0d10454118c8e397e90e2e3dec299001a0f1a278558b4396bfa"",""log_index"":407,""block_number"":109173873,""transaction_index"":58,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x4d254d07bd92e79a1176d6f8cc208f233563a7425d16a53331994597b751ebe5:201,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x4d254d07bd92e79a1176d6f8cc208f233563a7425d16a53331994597b751ebe5,201,109174379,54,2026-07-10T12:48:41+00:00,0x19a5f18ddabbda0c08ffd2ce5cf338ca3ff0dea5,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,80000000000000,0.00008,0x19a5f18ddabbda0c08ffd2ce5cf338ca3ff0dea5,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186998,True,178,7c769e92503f210f907a5bd38335021552333ac203a2f5cd7a3fca5944a04f49,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x19a5f18ddabbda0c08ffd2ce5cf338ca3ff0dea5"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":80000000000000,""tx_hash"":""0x4d254d07bd92e79a1176d6f8cc208f233563a7425d16a53331994597b751ebe5"",""log_index"":201,""block_number"":109174379,""transaction_index"":54,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x41e286f740a5c477331ab41c3c91daf936bb9264ef3b0dadd211d8375bbaf0af:427,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x41e286f740a5c477331ab41c3c91daf936bb9264ef3b0dadd211d8375bbaf0af,427,109174406,59,2026-07-10T12:48:53+00:00,0x19a5927353829234ac9bf5c29cabba9d9920dea5,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,80000000000000,0.00008,0x19a5927353829234ac9bf5c29cabba9d9920dea5,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000079953a9244479c02c9bc19bfe856000000,0x00000f621af52ca70c0794e0b75026c445500000,,0xa9059cbb,247644,True,241,dba4aab2d0a3167e3a4283a3506f6f6b3ee863ae8ed18a91a7985fdb6de2560c,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x19a5927353829234ac9bf5c29cabba9d9920dea5"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":80000000000000,""tx_hash"":""0x41e286f740a5c477331ab41c3c91daf936bb9264ef3b0dadd211d8375bbaf0af"",""log_index"":427,""block_number"":109174406,""transaction_index"":59,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xc904d7d6dc5c876aa61ffb5b293ec57eca11e0ef9c5536acbf5a60f5986b9b53:310,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xc904d7d6dc5c876aa61ffb5b293ec57eca11e0ef9c5536acbf5a60f5986b9b53,310,109174629,71,2026-07-10T12:50:33+00:00,0x3a361186fa3853672e18359795d97ef926111ea1,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,88000000000000,0.000088,0x3a361186fa3853672e18359795d97ef926111ea1,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,187006,True,181,84a449930785f70b74c9ed8ed933d18e8d620f2917d2b474e832968678b73b9a,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x3a361186fa3853672e18359795d97ef926111ea1"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":88000000000000,""tx_hash"":""0xc904d7d6dc5c876aa61ffb5b293ec57eca11e0ef9c5536acbf5a60f5986b9b53"",""log_index"":310,""block_number"":109174629,""transaction_index"":71,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x2ebc7ae7353b0d472ed2d88371736e1dace84bdd91da58a2b19f15188d9fe9f1:522,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x2ebc7ae7353b0d472ed2d88371736e1dace84bdd91da58a2b19f15188d9fe9f1,522,109174652,59,2026-07-10T12:50:43+00:00,0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,88000000000000,0.000088,0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x000068c922b204c2dc26dd1bfbee687a259f0000,0x0000bdb0fc8902c607290cdd97879c06903d0000,,0xa9059cbb,224929,True,249,b00c2f4a69536edf30d3b8b6ccda41cca244d1ff68a71e635659ef81a94f704c,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x3a36275a2d740ae475c8aab28fc7a0bf592b1ea1"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":88000000000000,""tx_hash"":""0x2ebc7ae7353b0d472ed2d88371736e1dace84bdd91da58a2b19f15188d9fe9f1"",""log_index"":522,""block_number"":109174652,""transaction_index"":59,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x94d36b6059f03d5ed119846b0044cf72b6289f2760658bf57b6ec906f25f7b3b:494,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x94d36b6059f03d5ed119846b0044cf72b6289f2760658bf57b6ec906f25f7b3b,494,109175078,64,2026-07-10T12:53:55+00:00,0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,187021,True,171,ae2e7e7f24e2314323b77505475cebb0c157b8e8afe0acf692734d632391ad71,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x94d36b6059f03d5ed119846b0044cf72b6289f2760658bf57b6ec906f25f7b3b"",""log_index"":494,""block_number"":109175078,""transaction_index"":64,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x2d1b0a05ef35d0f716d44ae0e42a028ef27dbb00d65bd01b5292fafe274d3e8e:715,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x2d1b0a05ef35d0f716d44ae0e42a028ef27dbb00d65bd01b5292fafe274d3e8e,715,109175106,45,2026-07-10T12:54:08+00:00,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x000068c922b204c2dc26dd1bfbee687a259f0000,0x0000bdb0fc8902c607290cdd97879c06903d0000,,0xa9059cbb,224938,True,241,b47057c2b107f13f53b78d08ee959e3c1d5b27c68c3d530089e95618960883ef,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd67b79d1b112c1e9b62fc31601687c670b2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x2d1b0a05ef35d0f716d44ae0e42a028ef27dbb00d65bd01b5292fafe274d3e8e"",""log_index"":715,""block_number"":109175106,""transaction_index"":45,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xfbb9345a131aa51327424d496d361638501ee904b08057c6955597dca736c51a:626,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xfbb9345a131aa51327424d496d361638501ee904b08057c6955597dca736c51a,626,109175849,87,2026-07-10T12:59:42+00:00,0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,16000000000000,0.000016,0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,187038,True,184,f278e174325c7873b3db01284be5277b3e5ea8b6c659a79975815a58a5b50160,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xa1ddb6f4973ea4f0bb2adc1bcb9173774e134767"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":16000000000000,""tx_hash"":""0xfbb9345a131aa51327424d496d361638501ee904b08057c6955597dca736c51a"",""log_index"":626,""block_number"":109175849,""transaction_index"":87,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
